30 4800
0 30005
1 30005
2 30005
3 30005
4 30005
5 30005
6 30005
7 30005
8 30005
9 30005
10 30005
11 30005
12 30005
13 30005
14 30005
15 30005
16 30005
17 30005
18 30005
19 30005
20 30005
21 30005
22 30005
23 30005
24 30005
25 30005
26 30005
27 30005
28 30005
29 30005
300 175 1300
2080 744 700
166 505 250
415 1985 300
320 2081 625
918 1759 50
375 1688 18050
308 1710 7300
245 972 400
755 968 12050
400 1588 308
623 1178 150
623 1178 150
404 1281 800
368 594 50
368 594 50
368 594 50
368 594 50
368 594 50
182 316 1500
182 316 1500
375 850 2350
264 527 100
325 1056 200
1378 2082 625
425 1960 150
164 2024 1500
469 2083 200
409 836 1535
1016 1624 5450
193 767 220
352 603 200
867 2084 400
174 2085 400
217 890 175
188 2086 318
1443 1418 500
679 426 1250
230 1450 300
582 1667 200
264 2087 90
264 2087 90
689 725 650
198 289 9750
551 509 200
755 2088 10825
411 443 1800
411 443 1800
411 443 1800
168 1307 100
174 1384 800
374 1420 300
203 639 150
208 420 350
307 735 400
375 617 2425
216 2089 350
648 2090 800
1211 1060 1110
591 1597 3100
335 2091 450
591 1936 150
215 730 8500
174 1569 2600
174 1569 2600
174 1569 2600
174 2092 9900
164 1246 1200
404 1276 1450
230 1469 400
193 1295 100
164 497 1250
630 722 320
415 204 400
400 1645 308
217 386 200
578 1406 705
374 154 500
224 1888 6200
224 1888 6200
999 523 5400
472 2010 550
404 836 8575
1046 1314 625
164 2093 1600
245 690 150
885 471 1500
755 1385 3500
217 1185 600
217 1185 600
193 242 350
217 321 175
1168 1041 200
347 763 200
546 1059 1950
217 635 150
1332 2094 150
162 2095 250
162 2095 250
198 1556 4600
477 1842 200
217 2082 200
150 192 800
401 2040 950
217 938 175
517 2038 150
425 451 250
226 1607 200
681 590 700
237 1071 800
237 1071 800
1822 244 30000
1822 244 30000
1076 579 9100
409 704 983
193 1982 300
491 535 200
166 825 250
898 2096 1600
243 590 500
164 703 4475
256 2097 950
279 1708 600
245 664 350
222 525 14100
514 1798 1650
411 1818 50
170 793 300
166 1880 250
309 2098 600
309 2098 600
309 2098 600
309 2098 600
309 2098 600
309 162 5500
382 2099 175
166 1425 250
237 2100 3450
217 2101 175
245 1504 400
237 2038 1200
375 1001 200
237 1144 3800
166 1449 200
347 1179 100
491 2102 100
166 385 250
166 385 250
345 438 600
425 768 313
1191 2103 2200
203 2104 200
307 521 450
245 2105 100
469 2106 3585
383 592 1000
425 1129 650
1024 2107 300
415 1932 500
166 2108 250
166 2108 250
166 2108 250
210 926 100
926 222 250
193 390 220
541 242 24450
243 1486 1400
630 1926 300
409 2069 1535
465 1046 950
1007 815 100
1007 815 100
461 2109 200
208 1294 217
190 2110 50
190 2110 50
331 1007 15800
264 579 100
226 430 150
469 601 800
193 1346 350
164 259 1050
174 862 2600
1078 2073 228
193 1865 250
430 233 200
174 223 2600
170 1475 250
170 1475 250
266 267 3000
309 586 2750
210 1295 150
867 2111 400
600 1327 275
212 294 400
212 294 400
345 2112 1517
370 1422 1750
264 1786 167
193 554 250
681 1054 400
166 2113 350
166 2114 200
1202 1024 1000
768 1454 400
182 1768 2600
1436 544 14650
166 556 250
264 1243 100
245 2115 100
382 1269 600
208 2116 125
170 639 450
591 1631 2750
1191 2117 400
264 1010 125
174 1472 500
279 1714 500
255 301 950
264 594 100
320 1096 450
174 1916 500
293 1611 700
150 526 800
425 384 450
489 1510 250
1835 2118 700
176 735 2000
166 2119 200
190 1220 50
390 1151 1250
166 2120 250
856 226 1175
222 997 600
370 2121 1100
205 523 825
426 367 750
426 367 750
347 1331 100
166 2069 250
345 441 5250
205 2122 214
217 1082 200
217 1082 200
170 2123 124
193 928 300
256 564 588
166 386 200
307 341 900
193 358 300
164 1022 700
316 2017 1100
164 625 1500
806 1586 12100
164 2124 4475
193 1804 350
300 519 400
309 2125 500
309 2125 500
309 2125 500
309 2125 500
309 2125 500
309 2125 500
205 614 125
174 655 575
868 2119 5000
1078 189 1050
425 1956 250
924 711 666
630 367 250
630 367 250
276 612 7800
190 1073 50
642 577 700
237 2126 1600
249 762 10000
164 2020 2050
472 663 450
224 2127 6200
898 1282 1575
898 1282 1575
164 345 1550
689 2128 900
681 1710 600
345 1152 900
489 2129 100
435 1808 100
435 1808 100
162 1080 1450
817 1073 4400
164 1571 1000
363 1724 1400
166 690 200
309 959 850
309 959 850
162 2130 13050
517 1861 364
156 1792 150
230 865 350
416 1475 2000
750 937 400
750 937 400
269 1117 1150
174 2131 350
174 2131 350
166 1963 250
208 717 275
174 583 800
237 1586 2800
237 1586 2800
237 1586 2800
237 1586 2800
166 665 200
382 399 1100
166 988 250
308 753 7950
256 1087 8500
166 282 250
166 601 250
166 601 250
166 601 250
166 601 250
325 916 338
182 2132 6500
1076 899 9100
193 2133 300
248 227 2900
286 2056 1500
152 1570 100
472 1158 800
465 2134 21750
1211 749 1110
182 1253 2150
182 1253 2150
217 582 150
545 410 1000
174 523 2600
256 2135 1000
242 2136 250
1486 1285 150
205 2137 900
160 1950 150
777 1508 10750
1002 242 600
162 2138 250
228 436 600
693 342 11700
370 925 1450
276 367 1450
276 367 1450
166 1401 950
540 1599 500
540 1599 500
150 1198 800
150 1198 800
150 1198 800
150 1198 800
150 1198 800
217 2139 175
217 1709 150
160 479 150
164 1705 1200
217 548 175
166 836 200
174 379 800
166 2140 250
176 409 5350
445 280 400
176 947 700
472 2141 50
472 2141 50
256 2142 5200
195 1660 10700
164 884 350
503 974 200
304 445 800
304 445 800
156 177 200
655 2143 3750
1739 397 1850
347 297 167
249 1056 10000
193 590 300
425 1367 450
992 355 100
174 2144 2600
1054 1376 1100
217 1097 200
172 367 100
176 1730 1075
1017 2145 50
255 2146 950
158 2147 350
174 615 2600
1136 1775 200
174 2148 2600
322 1095 550
309 1678 1100
208 713 350
2108 812 21100
332 869 100
551 601 200
1369 892 476
340 342 150
750 336 7600
918 1509 100
174 449 2600
174 449 2600
1332 360 450
166 321 250
174 711 1867
170 787 250
170 787 250
170 787 250
308 328 8150
551 686 325
166 1481 250
217 371 150
489 461 450
874 732 6800
2144 1613 250
193 2149 300
208 1221 200
174 2150 850
352 1494 150
217 2151 150
174 1478 900
1076 486 1800
382 567 100
549 1313 850
182 1517 200
2152 947 1150
245 353 450
174 2153 9900
164 2154 1500
176 430 2200
193 2155 250
190 1164 67
190 1164 67
448 1075 400
448 1075 400
176 515 675
624 2156 183
222 900 650
166 775 250
379 1787 150
182 1385 300
182 1385 300
264 713 50
517 810 317
293 2157 750
166 1715 200
174 1709 317
150 1886 800
409 723 541
375 900 18050
162 983 1323
174 1553 500
162 1210 1350
166 787 250
1050 2158 200
1050 2158 200
208 403 150
208 403 150
1443 556 500
198 1143 3300
856 1015 750
842 758 2000
312 2135 300
409 185 817
150 1106 400
217 680 375
217 680 375
193 1598 300
1822 535 29050
1822 535 29050
166 1995 250
347 1815 1450
164 1097 1450
964 2159 3400
835 2160 475
610 938 300
610 938 300
390 389 12850
390 389 12850
1332 1037 100
489 1070 480
489 1070 480
489 1070 480
1290 230 550
279 1357 450
166 421 300
465 2161 9150
174 356 600
156 2021 100
308 2162 9000
174 1868 2600
174 335 800
551 1955 300
331 2158 14150
226 1120 200
477 556 200
256 1407 1067
226 1667 213
1009 1040 638
1009 1040 638
545 1347 850
491 2163 75
256 2100 400
520 735 700
166 1054 350
256 627 650
198 1923 2800
166 1611 400
1332 1294 200
1332 1294 200
226 650 150
477 705 200
903 523 438
679 1746 1250
150 2164 800
150 2164 800
180 1095 950
170 223 350
166 2165 200
607 2166 2150
162 795 3875
222 1089 500
178 1243 700
178 1243 700
178 1243 700
370 1225 3300
166 1043 300
517 400 350
645 1745 100
309 1347 450
309 1347 450
309 1347 450
309 1347 450
309 1347 450
309 1347 450
271 474 250
226 1843 200
226 1843 200
208 214 50
174 1901 2600
335 1336 200
465 2167 7050
335 1775 200
174 913 200
174 913 200
198 904 9750
2168 1962 350
506 223 2200
166 653 200
174 1840 1167
193 1805 250
217 2129 300
542 1073 1813
425 2169 250
176 1348 3300
166 433 250
228 1014 200
279 516 650
261 423 200
472 2130 1000
166 1220 200
166 1220 200
312 869 943
150 983 800
166 696 250
256 1017 1100
762 2170 450
245 1132 150
164 2073 1200
217 2171 125
377 2113 550
168 1199 150
2172 2074 1000
160 932 150
276 1021 1813
207 2173 500
312 1515 1500
1332 860 250
465 503 1100
413 2174 100
768 787 1300
166 866 200
630 2175 100
293 1624 900
693 394 900
1427 1095 400
588 1598 145
256 297 2300
312 885 538
750 493 1700
750 493 1700
750 493 1700
769 724 601
670 1651 1600
174 2176 2600
164 1518 2400
430 1152 200
166 1289 200
217 481 550
174 2177 9450
164 639 1300
156 2178 150
156 2178 150
256 1808 813
337 1137 150
312 802 538
307 2179 8350
210 1233 50
210 1233 50
491 2180 150
245 157 400
760 535 10408
208 204 163
210 2181 100
172 604 150
1430 938 1950
1430 938 1950
180 340 900
286 863 1500
1835 1519 2000
1835 1519 2000
411 716 6700
193 853 300
719 2182 500
469 1726 517
176 257 1075
868 1137 9350
868 1137 9350
1534 832 553
174 1658 200
316 1967 5900
316 1967 5900
223 2183 100
825 1101 117
210 1242 50
911 2184 200
911 2184 200
540 594 400
256 645 588
553 254 600
256 852 9133
226 1521 200
193 416 300
1577 733 225
276 2185 4867
276 2185 4867
276 2185 4867
755 1273 7700
623 1494 250
237 946 3800
1427 2186 300
448 2187 225
999 262 250
999 262 250
176 574 1075
600 1586 250
600 1586 250
674 2018 800
261 1329 500
337 1835 150
489 935 100
1443 556 300
1332 2188 50
491 2189 275
174 1885 2600
918 1489 100
193 995 317
217 1601 175
856 667 750
160 2190 150
172 990 150
1054 2040 1100
448 340 600
331 1824 7900
1862 653 500
249 917 200
217 213 200
166 1891 200
166 1891 200
226 627 150
217 513 200
245 754 450
312 2191 600
245 1385 350
300 628 1400
579 358 110
203 1362 150
226 189 200
164 2192 1050
1024 1547 175
1024 1547 175
166 1941 350
208 905 75
152 452 150
172 338 100
693 2193 400
952 1123 161
307 345 1000
693 980 1200
300 1883 400
472 1269 200
331 2194 7900
156 2122 100
2195 905 651
166 1079 350
375 2196 600
205 905 700
150 525 400
256 2046 275
588 552 200
190 2197 50
190 2197 50
340 1212 150
756 535 200
226 897 950
435 1562 225
1078 345 1207
275 2018 225
477 590 200
465 1689 9150
193 1827 350
425 2198 250
477 761 350
337 2199 160
198 223 9750
170 276 300
170 276 300
170 276 300
150 672 800
427 1350 400
217 2200 150
347 2201 167
926 824 250
623 1209 200
208 626 163
208 626 163
172 414 150
489 399 150
222 1152 1925
255 385 950
210 2038 50
217 475 150
874 467 6700
591 1309 350
245 291 200
472 1922 250
472 1922 250
178 1501 700
164 1175 1600
856 426 750
